Id,SalePrice
2256,197963.47
2257,190688.31
2258,176789.48
2259,174126.1
2260,153079.2
2261,202246.38
2262,206649.89
2263,296778.56
2264,426359.62
2265,131775.34
2266,301921.8
2267,342412.06
2268,433041.78
2269,147422.42
2270,173181.27
2271,205434.33
2272,198688.05
2273,156385.52
2274,156457.28
2275,152492.88
2276,149371.78
2277,187115.36
2278,151753.89
2279,121586.77
2280,114651.2
2281,157618.66
2282,157618.66
2283,115529.63
2284,105051.63
2285,170445.25
2286,131527.77
2287,347924.22
2288,319989.84
2289,383236.88
2290,451951.0
2291,343676.12
2292,361654.84
2293,404185.12
2294,411613.28
2295,432839.53
2296,343792.75
2297,343792.75
2298,316456.94
2299,443134.3
2300,301704.03
2301,284478.1
2302,223355.45
2303,276802.78
2304,284478.1
2305,180951.25
2306,164354.9
2307,158372.11
2308,241164.12
2309,286350.3
2310,288284.47
2311,176815.61
2312,178971.11
2313,172771.06
2314,190686.47
2315,178971.11
2316,184843.17
2317,158589.66
2318,178971.11
2319,190686.47
2320,186862.16
2321,235102.44
2322,197258.45
2323,169207.88
2324,170753.92
2325,226011.4
2326,170753.92
2327,212759.8
2328,212759.8
2329,176364.67
2330,174126.1
2331,293034.16
2332,467045.25
2333,293034.16
2334,264507.94
2335,267097.6
2336,293034.16
2337,189095.69
2338,252211.67
2339,248452.06
2340,409726.1
2341,234142.45
2342,248452.06
2343,224069.78
2344,230558.17
2345,243356.39
2346,245579.84
2347,194993.2
2348,232967.9
2349,169698.2
2350,244777.77
2351,262608.0
2352,263302.5
2353,221454.75
2354,159279.25
2355,175243.44
2356,137756.66
2357,198589.06
2358,193360.28
2359,135818.38
2360,124028.79
2361,135207.14
2362,298067.53
2363,133245.88
2364,146403.81
2365,212613.83
2366,252448.66
2367,251076.19
2368,199353.94
2369,251076.19
2370,168043.36
2371,168043.36
2372,184920.53
2373,274979.94
2374,292049.62
2375,269011.8
2376,279632.16
2377,327410.16
2378,154839.47
2379,207367.39
2380,148803.9
2381,156457.28
2382,209861.23
2383,205434.33
2384,228528.25
2385,159266.38
2386,150946.83
2387,136038.53
2388,116618.23
2389,135314.64
2390,136860.69
2391,127532.25
2392,126583.875
2393,172131.38
2394,139709.9
2395,192672.3
2396,153931.55
2397,181618.61
2398,116315.375
2399,53585.01
2400,62793.273
2401,122923.73
2402,136038.53
2403,132475.06
2404,140764.69
2405,157618.66
2406,132027.22
2407,131527.77
2408,137275.9
2409,135314.64
2410,185511.33
2411,121586.77
2412,141548.98
2413,136860.69
2414,138821.95
2415,132475.06
2416,130789.86
2417,137260.14
2418,126583.875
2419,114627.63
2420,121586.77
2421,163404.94
2422,116179.625
2423,126706.445
2424,140003.3
2425,160389.97
2426,102238.086
2427,143702.22
2428,168905.47
2429,115841.61
2430,130789.86
2431,105812.44
2432,132765.12
2433,137584.58
2434,136860.69
2435,140825.1
2436,125346.5
2437,119481.16
2438,130019.6
2439,112564.79
2440,122138.68
2441,105460.984
2442,106184.87
2443,123419.805
2444,124965.85
2445,98762.99
2446,161608.97
2447,155872.1
2448,116555.44
2449,129273.19
2450,143203.14
2451,135370.0
2452,189090.69
2453,108955.055
2454,123827.695
2455,125764.98
2456,132300.31
2457,125292.65
2458,144524.14
2459,111493.52
2460,137836.98
2461,128824.5
2462,133537.69
2463,124055.27
2464,164586.31
2465,139074.36
2466,120070.17
2467,134791.08
2468,103304.49
2469,88162.3
2470,183883.4
2471,197243.12
2472,185449.22
2473,82043.24
2474,88995.27
2475,232206.42
2476,122875.85
2477,117044.22
2478,142758.36
2479,97402.14
2480,129988.51
2481,125032.58
2482,113953.86
2483,124028.79
2484,128013.01
2485,129025.89
2486,143267.11
2487,169617.72
2488,157274.2
2489,158589.66
2490,140026.6
2491,123274.5
2492,236406.31
2493,142495.67
2494,158304.22
2495,127867.414
2496,254137.25
2497,165601.39
2498,108222.945
2499,101874.8
2500,126018.42
2501,139623.45
2502,126306.39
2503,108634.83
2504,175160.69
2505,222427.12
2506,308517.6
2507,345786.28
2508,308517.6
2509,215938.73
2510,246634.22
2511,176789.48
2512,218552.67
2513,218552.67
2514,310854.94
2515,137937.14
2516,154855.98
2517,139898.4
2518,142447.92
2519,218552.67
2520,207681.42
2521,201557.08
2522,218552.67
2523,125153.66
2524,132718.5
2525,134679.77
2526,137937.14
2527,108480.49
2528,125358.21
2529,126339.57
2530,114662.914
2531,219532.34
2532,222427.12
2533,207681.42
2534,259246.08
2535,289910.38
2536,222427.12
2537,218760.22
2538,190686.47
2539,176789.48
2540,169480.97
2541,197963.47
2542,154554.11
2543,120329.766
2544,127045.25
2545,121322.56
2546,151892.55
2547,131912.6
2548,169394.11
2549,132926.39
2550,195519.64
2551,133327.9
2552,127241.555
2553,101865.77
2554,114801.89
2555,116432.016
2556,93981.52
2557,111943.16
2558,171448.36
2559,131762.9
2560,150056.89
2561,177238.77
2562,179196.19
2563,184698.23
2564,186745.06
2565,143024.33
2566,145018.67
2567,130787.07
2568,182290.22
2569,190349.36
2570,117909.625
2571,163235.48
2572,215232.73
2573,223253.97
2574,357323.84
2575,123956.1
2576,128816.53
2577,159553.61
2578,105021.64
2579,56424.08
2580,120365.945
2581,121638.086
2582,112072.18
2583,327530.9
2584,155717.12
2585,148535.34
2586,184722.31
2587,200539.1
2588,164468.14
2589,137808.36
2590,196237.45
2591,237140.06
2592,242303.86
2593,278475.53
2594,190892.52
2595,215562.0
2596,299877.56
2597,203612.0
2598,283204.03
2599,347878.22
2600,205012.08
2601,143791.16
2602,95656.33
2603,105111.55
2604,104593.55
2605,92158.28
2606,140491.28
2607,155717.12
2608,181299.34
2609,152346.66
2610,134863.12
2611,137287.31
2612,145294.83
2613,128191.95
2614,130227.24
2615,153931.55
2616,136022.77
2617,174163.17
2618,154288.73
2619,222125.9
2620,172771.06
2621,176364.67
2622,182489.02
2623,232709.75
2624,285286.94
2625,352223.34
2626,154625.25
2627,202246.38
2628,460903.56
2629,560375.25
2630,399315.62
2631,498762.56
2632,457372.28
2633,304160.38
2634,369199.88
2635,148803.9
2636,198688.05
2637,163927.16
2638,293418.0
2639,199172.05
2640,154839.47
2641,92330.65
2642,176106.4
2643,110562.29
2644,122012.11
2645,106874.97
2646,98163.96
2647,110562.29
2648,147043.64
2649,142786.36
2650,170445.25
2651,154306.12
2652,390363.06
2653,265307.75
2654,252337.69
2655,341017.38
2656,381526.56
2657,377601.44
2658,343792.75
2659,335044.4
2660,334839.62
2661,336761.25
2662,298798.4
2663,253010.8
2664,286350.3
2665,392817.75
2666,358629.94
2667,174852.52
2668,208036.14
2669,164789.7
2670,299334.34
2671,208036.14
2672,191222.89
2673,183371.8
2674,183371.8
2675,189676.84
2676,199318.5
2677,193360.28
2678,279740.03
2679,275707.47
2680,283207.34
2681,467045.25
2682,356577.88
2683,513522.7
2684,293034.16
2685,367265.78
2686,280386.1
2687,290685.84
2688,252211.67
2689,255976.14
2690,446633.25
2691,189999.98
2692,153079.2
2693,186862.16
2694,159279.25
2695,201557.08
2696,197963.47
2697,193360.28
2698,182489.02
2699,152554.08
2700,148589.69
2701,150164.72
2702,116572.766
2703,163834.8
2704,140026.6
2705,133245.88
2706,127788.516
2707,127788.516
2708,133969.77
2709,127788.516
2710,128736.89
2711,267487.66
2712,448780.97
2713,183321.72
2714,154063.36
2715,168043.36
2716,152517.31
2717,209688.12
2718,248452.06
2719,125585.2
2720,155407.34
2721,135314.64
2722,141422.08
2723,129347.39
2724,135239.03
2725,135314.64
2726,136491.66
2727,152473.81
2728,174024.05
2729,142862.66
2730,138821.95
2731,117884.414
2732,132765.12
2733,159344.38
2734,180001.28
2735,136860.69
2736,152331.05
2737,126294.875
2738,132475.06
2739,153654.28
2740,137260.14
2741,140825.1
2742,153931.55
2743,140764.69
2744,148421.1
2745,141745.7
2746,131527.77
2747,178142.66
2748,136491.66
2749,130803.89
2750,136038.53
2751,122517.0
2752,241471.89
2753,140825.1
2754,160446.55
2755,137613.25
2756,70704.125
2757,42087.54
2758,87027.08
2759,151616.11
2760,89400.51
2761,152108.22
2762,149967.14
2763,184227.12
2764,185985.38
2765,223809.45
2766,133918.84
2767,86359.984
2768,132475.06
2769,127101.36
2770,158187.0
2771,122517.0
2772,121323.73
2773,168695.28
2774,122565.09
2775,116693.23
2776,151621.7
2777,157771.98
2778,131841.98
2779,121127.086
2780,89831.85
2781,108786.914
2782,103596.664
2783,114201.125
2784,116298.86
2785,123789.29
2786,55279.06
2787,129169.55
2788,52959.93
2789,190612.34
2790,133338.72
2791,120163.84
2792,58829.2
2793,192921.47
2794,99521.55
2795,125292.65
2796,103947.64
2797,153892.75
2798,109603.375
2799,112397.1
2800,79496.73
2801,117966.4
2802,128041.3
2803,164347.31
2804,167021.2
2805,112538.69
2806,63684.793
2807,161543.22
2808,138480.55
2809,135882.69
2810,130567.82
2811,157527.36
2812,134645.31
2813,132479.7
2814,132479.7
2815,107220.305
2816,270774.97
2817,183047.7
2818,128381.89
2819,192058.22
2820,131831.8
2821,115088.23
2822,197724.69
2823,277216.84
2824,143535.22
2825,159053.69
2826,136985.22
2827,144111.72
2828,173248.4
2829,172279.2
2830,226287.11
2831,168876.72
2832,208496.31
2833,290836.03
2834,226287.11
2835,217293.77
2836,199318.5
2837,178690.62
2838,143171.81
2839,177462.33
2840,194533.72
2841,207681.42
2842,207681.42
2843,154855.98
2844,157245.34
2845,129735.03
2846,207681.42
2847,187180.28
2848,218760.22
2849,208885.34
2850,272926.94
2851,263870.38
2852,222427.12
2853,212759.8
2854,137359.39
2855,176789.48
2856,227135.66
2857,199318.5
2858,186862.16
2859,143449.17
2860,121150.06
2861,129446.31
2862,198964.44
2863,128731.04
2864,240909.3
2865,149924.25
2866,152185.73
2867,103836.055
2868,107784.375
2869,125184.86
2870,146936.55
2871,117450.49
2872,40927.44
2873,113857.305
2874,123834.914
2875,133658.3
2876,166474.77
2877,158632.03
2878,182095.77
2879,114341.08
2880,94192.21
2881,164164.95
2882,150266.64
2883,196870.02
2884,192881.19
2885,203904.0
2886,192455.7
2887,112072.18
2888,127920.49
2889,53147.93
2890,75724.85
2891,140436.56
2892,44830.664
2893,86919.21
2894,75472.91
2895,325216.94
2896,245149.42
2897,194051.4
2898,166997.84
2899,248584.25
2900,151752.73
2901,195943.77
2902,171455.31
2903,325141.8
2904,334280.1
2905,139145.69
2906,173916.97
2907,122036.66
2908,131464.6
2909,146052.8
2910,90316.98
2911,95656.33
2912,148535.34
2913,95956.9
2914,103869.664
2915,108337.21
2916,95956.9
2917,121592.86
2918,134508.48
2919,225590.17
